Time,Node_ID,Event_Name,Individual_ID,Age,Gender,Infected,Infectiousness
1460,1,Get_50_Percent,2,8790.42,F,0,0
1460,1,Get_50_Percent,3,8790.42,F,0,0
1460,1,Get_50_Percent,6,8790.42,F,0,0
1460,1,Get_50_Percent,11,8790.42,F,0,0
1460,1,Get_50_Percent,12,8790.42,F,0,0
1460,1,Get_50_Percent,14,8790.42,F,0,0
1460,1,Get_50_Percent,19,8790.42,F,0,0
1460,1,Get_50_Percent,20,8790.42,F,0,0
1460,1,Get_50_Percent,21,8790.42,F,0,0
1460,1,Get_50_Percent,23,8790.42,F,0,0
1460,1,Get_50_Percent,27,8790.42,F,0,0
1460,1,Get_50_Percent,29,8790.42,F,0,0
1460,1,Get_50_Percent,30,8790.42,F,0,0
1460,1,Get_50_Percent,32,8790.42,F,0,0
1460,1,Get_50_Percent,34,8790.42,F,0,0
1460,1,Get_50_Percent,35,8790.42,F,0,0
1460,1,Get_50_Percent,36,8790.42,F,0,0
1460,1,Get_50_Percent,44,8790.42,F,0,0
1460,1,Get_50_Percent,45,8790.42,F,0,0
1460,1,Get_50_Percent,48,8790.42,F,0,0
1460,1,Get_50_Percent,51,8790.42,F,0,0
1460,1,Get_50_Percent,52,8790.42,F,0,0
1460,1,Get_50_Percent,53,8790.42,F,0,0
1460,1,Get_50_Percent,56,8790.42,F,0,0
1460,1,Get_50_Percent,57,8790.42,F,0,0
1460,1,Get_50_Percent,58,8790.42,F,0,0
1460,1,Get_50_Percent,59,8790.42,F,0,0
1460,1,Get_50_Percent,63,8790.42,F,0,0
1460,1,Get_50_Percent,64,8790.42,F,0,0
1460,1,Get_50_Percent,66,8790.42,F,0,0
1460,1,Get_50_Percent,70,8790.42,F,0,0
1460,1,Get_50_Percent,71,8790.42,F,0,0
1460,1,Get_50_Percent,73,8790.42,F,0,0
1460,1,Get_50_Percent,74,8790.42,F,0,0
1460,1,Get_50_Percent,75,8790.42,F,0,0
1460,1,Get_50_Percent,78,8790.42,F,0,0
1460,1,Get_50_Percent,79,8790.42,F,0,0
1460,1,Get_50_Percent,82,8790.42,F,0,0
1460,1,Get_50_Percent,84,8790.42,F,0,0
1460,1,Get_50_Percent,85,8790.42,F,0,0
1460,1,Get_50_Percent,86,8790.42,F,0,0
1460,1,Get_50_Percent,89,8790.42,F,0,0
1460,1,Get_50_Percent,90,8790.42,F,0,0
1460,1,Get_50_Percent,91,8790.42,F,0,0
1460,1,Get_50_Percent,93,8790.42,F,0,0
1460,1,Get_50_Percent,94,8790.42,F,0,0
1460,1,Get_50_Percent,97,8790.42,F,0,0
1460,1,Get_50_Percent,99,8790.42,F,0,0
1460,1,Get_50_Percent,100,8790.42,F,0,0
