Time,Node_ID,Event_Name,Individual_ID,Age,Gender,Infected,Infectiousness
10,1486303252,PropertyChange,3,6971.02,M,1,0
10,1486303252,PVC_Distributed,3,6971.02,M,1,0
10,1486303252,PropertyChange,5,4113.83,M,0,0
10,1486303252,PVC_Distributed,5,4113.83,M,0,0
10,1486303252,PropertyChange,7,14168.2,M,0,0
10,1486303252,PVC_Distributed,7,14168.2,M,0,0
10,1486303252,PropertyChange,9,14454.4,M,0,0
10,1486303252,PVC_Distributed,9,14454.4,M,0,0
10,1486303252,PropertyChange,11,11,F,0,0
10,1486303252,PVC_Distributed,11,11,F,0,0
10,1486303252,PropertyChange,13,15074,M,0,0
10,1486303252,PVC_Distributed,13,15074,M,0,0
10,1486303252,PropertyChange,15,23940.1,M,1,0
10,1486303252,PVC_Distributed,15,23940.1,M,1,0
10,1486303252,PropertyChange,17,25065.9,F,0,0
10,1486303252,PVC_Distributed,17,25065.9,F,0,0
10,1486303252,PropertyChange,19,5242.58,M,0,0
10,1486303252,PVC_Distributed,19,5242.58,M,0,0
10,1486303252,PropertyChange,21,6243.05,M,0,0
10,1486303252,PVC_Distributed,21,6243.05,M,0,0
10,1486303252,PropertyChange,23,13835.9,M,0,0
10,1486303252,PVC_Distributed,23,13835.9,M,0,0
10,1486303252,PropertyChange,25,14291.1,F,0,0
10,1486303252,PVC_Distributed,25,14291.1,F,0,0
10,1486303252,PropertyChange,27,9482.59,F,1,0
10,1486303252,PVC_Distributed,27,9482.59,F,1,0
10,1486303252,PropertyChange,29,10686.3,M,0,0
10,1486303252,PVC_Distributed,29,10686.3,M,0,0
10,1486303252,PropertyChange,31,16997.9,F,0,0
10,1486303252,PVC_Distributed,31,16997.9,F,0,0
10,1486303252,PropertyChange,33,5005.42,F,0,0
10,1486303252,PVC_Distributed,33,5005.42,F,0,0
10,1486303252,PropertyChange,35,5797.02,F,0,0
10,1486303252,PVC_Distributed,35,5797.02,F,0,0
10,1486303252,PropertyChange,37,3309.6,F,0,0
10,1486303252,PVC_Distributed,37,3309.6,F,0,0
10,1486303252,PropertyChange,39,16855.8,M,0,0
10,1486303252,PVC_Distributed,39,16855.8,M,0,0
10,1486303252,PropertyChange,41,19385.5,M,0,0
10,1486303252,PVC_Distributed,41,19385.5,M,0,0
10,1486303252,PropertyChange,43,10767.9,M,1,0
10,1486303252,PVC_Distributed,43,10767.9,M,1,0
10,1486303252,PropertyChange,45,6879.7,M,1,0
10,1486303252,PVC_Distributed,45,6879.7,M,1,0
10,1486303252,PropertyChange,47,16243,F,1,0
10,1486303252,PVC_Distributed,47,16243,F,1,0
10,1486303252,PropertyChange,49,6905.6,M,0,0
10,1486303252,PVC_Distributed,49,6905.6,M,0,0
10,1486303252,PropertyChange,51,9079.55,F,0,0
10,1486303252,PVC_Distributed,51,9079.55,F,0,0
10,1486303252,PropertyChange,53,6879.14,F,0,0
10,1486303252,PVC_Distributed,53,6879.14,F,0,0
10,1486303252,PropertyChange,55,4790.53,F,0,0
10,1486303252,PVC_Distributed,55,4790.53,F,0,0
10,1486303252,PropertyChange,57,3679.16,M,0,0
10,1486303252,PVC_Distributed,57,3679.16,M,0,0
10,1486303252,PropertyChange,59,17033.6,M,0,0
10,1486303252,PVC_Distributed,59,17033.6,M,0,0
10,1486303252,PropertyChange,61,22017.7,M,0,0
10,1486303252,PVC_Distributed,61,22017.7,M,0,0
10,1486303252,PropertyChange,63,17840.6,M,1,0
10,1486303252,PVC_Distributed,63,17840.6,M,1,0
10,1486303252,PropertyChange,65,5972.38,F,0,0
10,1486303252,PVC_Distributed,65,5972.38,F,0,0
10,1486303252,PropertyChange,67,1862.38,M,1,0
10,1486303252,PVC_Distributed,67,1862.38,M,1,0
10,1486303252,PropertyChange,69,16620.1,F,0,0
10,1486303252,PVC_Distributed,69,16620.1,F,0,0
10,1486303252,PropertyChange,71,18696.2,M,1,0
10,1486303252,PVC_Distributed,71,18696.2,M,1,0
10,1486303252,PropertyChange,73,12250.9,F,0,0
10,1486303252,PVC_Distributed,73,12250.9,F,0,0
10,1486303252,PropertyChange,75,11620.9,M,0,0
10,1486303252,PVC_Distributed,75,11620.9,M,0,0
10,1486303252,PropertyChange,77,12974,F,0,0
10,1486303252,PVC_Distributed,77,12974,F,0,0
10,1486303252,PropertyChange,79,12556.6,M,0,0
10,1486303252,PVC_Distributed,79,12556.6,M,0,0
10,1486303252,PropertyChange,81,10665.7,F,0,0
10,1486303252,PVC_Distributed,81,10665.7,F,0,0
10,1486303252,PropertyChange,83,17213.5,F,0,0
10,1486303252,PVC_Distributed,83,17213.5,F,0,0
10,1486303252,PropertyChange,85,11,F,0,0
10,1486303252,PVC_Distributed,85,11,F,0,0
10,1486303252,PropertyChange,87,14060.2,F,0,0
10,1486303252,PVC_Distributed,87,14060.2,F,0,0
10,1486303252,PropertyChange,89,11,M,0,0
10,1486303252,PVC_Distributed,89,11,M,0,0
10,1486303252,PropertyChange,91,18768.7,M,0,0
10,1486303252,PVC_Distributed,91,18768.7,M,0,0
10,1486303252,PropertyChange,93,18935.7,M,1,0
10,1486303252,PVC_Distributed,93,18935.7,M,1,0
10,1486303252,PropertyChange,95,7840.74,M,0,0
10,1486303252,PVC_Distributed,95,7840.74,M,0,0
10,1486303252,PropertyChange,97,5804.88,M,0,0
10,1486303252,PVC_Distributed,97,5804.88,M,0,0
10,1486303252,PropertyChange,99,22192.8,F,0,0
10,1486303252,PVC_Distributed,99,22192.8,F,0,0
10,1486303252,PropertyChange,101,1824.87,F,0,0
10,1486303252,PVC_Distributed,101,1824.87,F,0,0
10,1486303252,PropertyChange,103,7295.66,F,0,0
10,1486303252,PVC_Distributed,103,7295.66,F,0,0
10,1486303252,PropertyChange,105,8299.3,F,1,0
10,1486303252,PVC_Distributed,105,8299.3,F,1,0
10,1486303252,PropertyChange,107,27535,F,0,0
10,1486303252,PVC_Distributed,107,27535,F,0,0
10,1486303252,PropertyChange,109,5418.72,M,0,0
10,1486303252,PVC_Distributed,109,5418.72,M,0,0
10,1486303252,PropertyChange,111,12285.2,M,1,0
10,1486303252,PVC_Distributed,111,12285.2,M,1,0
10,1486303252,PropertyChange,113,5811.17,F,0,0
10,1486303252,PVC_Distributed,113,5811.17,F,0,0
10,1486303252,PropertyChange,115,13351.7,M,0,0
10,1486303252,PVC_Distributed,115,13351.7,M,0,0
10,1486303252,PropertyChange,117,12154.2,M,0,0
10,1486303252,PVC_Distributed,117,12154.2,M,0,0
10,1486303252,PropertyChange,119,10390.8,F,1,0
10,1486303252,PVC_Distributed,119,10390.8,F,1,0
10,1486303252,PropertyChange,121,11,F,0,0
10,1486303252,PVC_Distributed,121,11,F,0,0
10,1486303252,PropertyChange,123,7796.74,M,0,0
10,1486303252,PVC_Distributed,123,7796.74,M,0,0
10,1486303252,PropertyChange,125,9463.29,M,0,0
10,1486303252,PVC_Distributed,125,9463.29,M,0,0
10,1486303252,PropertyChange,127,6058.36,M,0,0
10,1486303252,PVC_Distributed,127,6058.36,M,0,0
10,1486303252,PropertyChange,129,20150.8,M,0,0
10,1486303252,PVC_Distributed,129,20150.8,M,0,0
10,1486303252,PropertyChange,131,17627.6,F,0,0
10,1486303252,PVC_Distributed,131,17627.6,F,0,0
10,1486303252,PropertyChange,133,15154.9,F,0,0
10,1486303252,PVC_Distributed,133,15154.9,F,0,0
10,1486303252,PropertyChange,135,7559.01,M,0,0
10,1486303252,PVC_Distributed,135,7559.01,M,0,0
10,1486303252,PropertyChange,137,7496.75,M,0,0
10,1486303252,PVC_Distributed,137,7496.75,M,0,0
10,1486303252,PropertyChange,139,19063.2,F,0,0
10,1486303252,PVC_Distributed,139,19063.2,F,0,0
10,1486303252,PropertyChange,141,11,M,0,0
10,1486303252,PVC_Distributed,141,11,M,0,0
10,1486303252,PropertyChange,143,1827.47,F,0,0
10,1486303252,PVC_Distributed,143,1827.47,F,0,0
10,1486303252,PropertyChange,145,8791.72,F,0,0
10,1486303252,PVC_Distributed,145,8791.72,F,0,0
10,1486303252,PropertyChange,147,16476.1,M,0,0
10,1486303252,PVC_Distributed,147,16476.1,M,0,0
10,1486303252,PropertyChange,149,7710.33,M,0,0
10,1486303252,PVC_Distributed,149,7710.33,M,0,0
10,1486303252,PropertyChange,151,4198.75,M,0,0
10,1486303252,PVC_Distributed,151,4198.75,M,0,0
10,1486303252,PropertyChange,153,8060,M,0,0
10,1486303252,PVC_Distributed,153,8060,M,0,0
10,1486303252,PropertyChange,155,9472.03,M,1,0
10,1486303252,PVC_Distributed,155,9472.03,M,1,0
10,1486303252,PropertyChange,157,1006.61,M,0,0
10,1486303252,PVC_Distributed,157,1006.61,M,0,0
10,1486303252,PropertyChange,159,15596.5,F,0,0
10,1486303252,PVC_Distributed,159,15596.5,F,0,0
10,1486303252,PropertyChange,161,2627.44,M,0,0
10,1486303252,PVC_Distributed,161,2627.44,M,0,0
10,1486303252,PropertyChange,163,11220.7,M,0,0
10,1486303252,PVC_Distributed,163,11220.7,M,0,0
10,1486303252,PropertyChange,165,13145.6,M,1,0
10,1486303252,PVC_Distributed,165,13145.6,M,1,0
10,1486303252,PropertyChange,167,5414.33,F,0,0
10,1486303252,PVC_Distributed,167,5414.33,F,0,0
10,1486303252,PropertyChange,169,19972.6,M,0,0
10,1486303252,PVC_Distributed,169,19972.6,M,0,0
10,1486303252,PropertyChange,171,13348.7,F,0,0
10,1486303252,PVC_Distributed,171,13348.7,F,0,0
10,1486303252,PropertyChange,173,15604.5,M,0,0
10,1486303252,PVC_Distributed,173,15604.5,M,0,0
10,1486303252,PropertyChange,175,10428.4,M,0,0
10,1486303252,PVC_Distributed,175,10428.4,M,0,0
10,1486303252,PropertyChange,177,15456,F,0,0
10,1486303252,PVC_Distributed,177,15456,F,0,0
10,1486303252,PropertyChange,179,16336.2,M,0,0
10,1486303252,PVC_Distributed,179,16336.2,M,0,0
10,1486303252,PropertyChange,181,15671.5,F,0,0
10,1486303252,PVC_Distributed,181,15671.5,F,0,0
10,1486303252,PropertyChange,183,12518.2,M,1,0
10,1486303252,PVC_Distributed,183,12518.2,M,1,0
10,1486303252,PropertyChange,185,8682.99,M,1,0
10,1486303252,PVC_Distributed,185,8682.99,M,1,0
10,1486303252,PropertyChange,187,7216.12,M,0,0
10,1486303252,PVC_Distributed,187,7216.12,M,0,0
10,1486303252,PropertyChange,189,1535.18,F,0,0
10,1486303252,PVC_Distributed,189,1535.18,F,0,0
10,1486303252,PropertyChange,191,4996.05,M,1,0
10,1486303252,PVC_Distributed,191,4996.05,M,1,0
10,1486303252,PropertyChange,193,13160.2,M,0,0
10,1486303252,PVC_Distributed,193,13160.2,M,0,0
10,1486303252,PropertyChange,195,8176.59,M,0,0
10,1486303252,PVC_Distributed,195,8176.59,M,0,0
10,1486303252,PropertyChange,197,19610.7,F,0,0
10,1486303252,PVC_Distributed,197,19610.7,F,0,0
10,1486303252,PropertyChange,199,13590.2,F,0,0
10,1486303252,PVC_Distributed,199,13590.2,F,0,0
10,1486303252,PropertyChange,201,11,M,0,0
10,1486303252,PVC_Distributed,201,11,M,0,0
10,1486368789,PropertyChange,2,13771.9,F,0,0
10,1486368789,PVC_Distributed,2,13771.9,F,0,0
10,1486368789,PropertyChange,4,15292.4,F,0,0
10,1486368789,PVC_Distributed,4,15292.4,F,0,0
10,1486368789,PropertyChange,6,15311.6,F,0,0
10,1486368789,PVC_Distributed,6,15311.6,F,0,0
10,1486368789,PropertyChange,8,12238.8,M,0,0
10,1486368789,PVC_Distributed,8,12238.8,M,0,0
10,1486368789,PropertyChange,10,9055.47,M,0,0
10,1486368789,PVC_Distributed,10,9055.47,M,0,0
10,1486368789,PropertyChange,12,2018.39,F,0,0
10,1486368789,PVC_Distributed,12,2018.39,F,0,0
10,1486368789,PropertyChange,14,20355.4,F,0,0
10,1486368789,PVC_Distributed,14,20355.4,F,0,0
10,1486368789,PropertyChange,16,9670.76,M,0,0
10,1486368789,PVC_Distributed,16,9670.76,M,0,0
10,1486368789,PropertyChange,18,4507.38,M,0,0
10,1486368789,PVC_Distributed,18,4507.38,M,0,0
10,1486368789,PropertyChange,20,10469.1,F,1,0
10,1486368789,PVC_Distributed,20,10469.1,F,1,0
10,1486368789,PropertyChange,22,12164,F,0,0
10,1486368789,PVC_Distributed,22,12164,F,0,0
10,1486368789,PropertyChange,24,11502.9,F,0,0
10,1486368789,PVC_Distributed,24,11502.9,F,0,0
10,1486368789,PropertyChange,26,5126.61,F,0,0
10,1486368789,PVC_Distributed,26,5126.61,F,0,0
10,1486368789,PropertyChange,28,17493.4,M,0,0
10,1486368789,PVC_Distributed,28,17493.4,M,0,0
10,1486368789,PropertyChange,30,13283.1,F,0,0
10,1486368789,PVC_Distributed,30,13283.1,F,0,0
10,1486368789,PropertyChange,32,19364.1,M,0,0
10,1486368789,PVC_Distributed,32,19364.1,M,0,0
10,1486368789,PropertyChange,34,14435.8,F,0,0
10,1486368789,PVC_Distributed,34,14435.8,F,0,0
10,1486368789,PropertyChange,36,8618.76,M,0,0
10,1486368789,PVC_Distributed,36,8618.76,M,0,0
10,1486368789,PropertyChange,38,3962.56,F,0,0
10,1486368789,PVC_Distributed,38,3962.56,F,0,0
10,1486368789,PropertyChange,40,505.448,F,0,0
10,1486368789,PVC_Distributed,40,505.448,F,0,0
10,1486368789,PropertyChange,42,14591.8,M,0,0
10,1486368789,PVC_Distributed,42,14591.8,M,0,0
10,1486368789,PropertyChange,44,12122.1,F,0,0
10,1486368789,PVC_Distributed,44,12122.1,F,0,0
10,1486368789,PropertyChange,46,11,M,0,0
10,1486368789,PVC_Distributed,46,11,M,0,0
10,1486368789,PropertyChange,48,12322,M,0,0
10,1486368789,PVC_Distributed,48,12322,M,0,0
10,1486368789,PropertyChange,50,16892.3,M,0,0
